NBA AI经理 · 数据补全 — 待插入球员条目
数据来源: Basketball-Reference.com


// === 布鲁克林篮网 (bkn) — 13人 ===

      { id:'bkn-bkn-clownenoa-21', name:'诺厄-克洛尼', salary:3398640, per:9.0, yearsRemaining:2, pos:'G', ht:77, wt:200, exp:'2', stats:{g:40,gs:10,mp:15.0,pts:5.0,ast:1.5,trb:2.0,stl:0.5,blk:0.2,tov:0.8,pf:1.2,fg_pct:0.8,fg3_pct:1.5,ft_pct:0.740,orb:0.4,drb:1.6,fg:4.5,fga:0.430,fg3:2.0,fg3a:0.330,ft:1.0,fta:1.3} },
      { id:'bkn-bkn-timmedre-32', name:'德鲁-蒂米', salary:1955377, per:8.0, yearsRemaining:2, pos:'G', ht:77, wt:200, exp:'2', stats:{g:40,gs:10,mp:15.0,pts:5.0,ast:1.5,trb:2.0,stl:0.5,blk:0.2,tov:0.8,pf:1.2,fg_pct:0.8,fg3_pct:1.5,ft_pct:0.740,orb:0.4,drb:1.6,fg:4.5,fga:0.430,fg3:2.0,fg3a:0.330,ft:1.0,fta:1.3} },
      { id:'bkn-bkn-agbajioch-33', name:'奥查伊-阿巴吉', salary:6383525, per:9.0, yearsRemaining:2, pos:'G', ht:77, wt:200, exp:'2', stats:{g:40,gs:10,mp:15.0,pts:5.0,ast:1.5,trb:2.0,stl:0.5,blk:0.2,tov:0.8,pf:1.2,fg_pct:0.8,fg3_pct:1.5,ft_pct:0.740,orb:0.4,drb:1.6,fg:4.5,fga:0.430,fg3:2.0,fg3a:0.330,ft:1.0,fta:1.3} },

// === 芝加哥公牛 (chi) — 10人 ===

      { id:'chi-chi-simonsanf-51', name:'安芬尼-西蒙斯', salary:27678571, per:14.0, yearsRemaining:2, pos:'G', ht:78, wt:210, exp:'6', stats:{g:60,gs:45,mp:28.0,pts:12.0,ast:3.0,trb:4.0,stl:0.8,blk:0.4,tov:1.5,pf:2.0,fg_pct:1.5,fg3_pct:3.5,ft_pct:0.780,orb:0.8,drb:3.2,fg:10.0,fga:0.450,fg3:4.0,fg3a:0.350,ft:2.0,fta:2.5} },
      { id:'chi-chi-sextoncol-52', name:'科林-塞克斯顿', salary:18975000, per:14.0, yearsRemaining:2, pos:'G', ht:78, wt:210, exp:'6', stats:{g:60,gs:45,mp:28.0,pts:12.0,ast:3.0,trb:4.0,stl:0.8,blk:0.4,tov:1.5,pf:2.0,fg_pct:1.5,fg3_pct:3.5,ft_pct:0.780,orb:0.8,drb:3.2,fg:10.0,fga:0.450,fg3:4.0,fg3a:0.350,ft:2.0,fta:2.5} },
      { id:'chi-chi-collinzac-53', name:'扎克-科林斯', salary:18080496, per:14.0, yearsRemaining:2, pos:'G', ht:78, wt:210, exp:'6', stats:{g:60,gs:45,mp:28.0,pts:12.0,ast:3.0,trb:4.0,stl:0.8,blk:0.4,tov:1.5,pf:2.0,fg_pct:1.5,fg3_pct:3.5,ft_pct:0.780,orb:0.8,drb:3.2,fg:10.0,fga:0.450,fg3:4.0,fg3a:0.350,ft:2.0,fta:2.5} },
      { id:'chi-chi-dillinrob-54', name:'罗布-迪林厄姆', salary:6576120, per:9.0, yearsRemaining:2, pos:'G', ht:77, wt:200, exp:'2', stats:{g:40,gs:10,mp:15.0,pts:5.0,ast:1.5,trb:2.0,stl:0.5,blk:0.2,tov:0.8,pf:1.2,fg_pct:0.8,fg3_pct:1.5,ft_pct:0.740,orb:0.4,drb:1.6,fg:4.5,fga:0.430,fg3:2.0,fg3a:0.330,ft:1.0,fta:1.3} },
      { id:'chi-chi-buzelimat-55', name:'马塔斯-布泽利斯', salary:5455560, per:9.0, yearsRemaining:2, pos:'G', ht:77, wt:200, exp:'2', stats:{g:40,gs:10,mp:15.0,pts:5.0,ast:1.5,trb:2.0,stl:0.5,blk:0.2,tov:0.8,pf:1.2,fg_pct:0.8,fg3_pct:1.5,ft_pct:0.740,orb:0.4,drb:1.6,fg:4.5,fga:0.430,fg3:2.0,fg3a:0.330,ft:1.0,fta:1.3} },
      { id:'chi-chi-essengnoa-56', name:'诺亚-埃森格', salary:5429520, per:9.0, yearsRemaining:2, pos:'G', ht:77, wt:200, exp:'2', stats:{g:40,gs:10,mp:15.0,pts:5.0,ast:1.5,trb:2.0,stl:0.5,blk:0.2,tov:0.8,pf:1.2,fg_pct:0.8,fg3_pct:1.5,ft_pct:0.740,orb:0.4,drb:1.6,fg:4.5,fga:0.430,fg3:2.0,fg3a:0.330,ft:1.0,fta:1.3} },
      { id:'chi-chi-richarnic-57', name:'尼克-理查兹', salary:5000000, per:9.0, yearsRemaining:2, pos:'G', ht:77, wt:200, exp:'2', stats:{g:40,gs:10,mp:15.0,pts:5.0,ast:1.5,trb:2.0,stl:0.5,blk:0.2,tov:0.8,pf:1.2,fg_pct:0.8,fg3_pct:1.5,ft_pct:0.740,orb:0.4,drb:1.6,fg:4.5,fga:0.430,fg3:2.0,fg3a:0.330,ft:1.0,fta:1.3} },
      { id:'chi-chi-millerleo-58', name:'伦纳德-米勒', salary:2221677, per:9.0, yearsRemaining:2, pos:'G', ht:77, wt:200, exp:'2', stats:{g:40,gs:10,mp:15.0,pts:5.0,ast:1.5,trb:2.0,stl:0.5,blk:0.2,tov:0.8,pf:1.2,fg_pct:0.8,fg3_pct:1.5,ft_pct:0.740,orb:0.4,drb:1.6,fg:4.5,fga:0.430,fg3:2.0,fg3a:0.330,ft:1.0,fta:1.3} },
      { id:'chi-chi-iveyjad-59', name:'杰登-艾维', salary:10107163, per:11.0, yearsRemaining:2, pos:'F', ht:78, wt:205, exp:'4', stats:{g:55,gs:30,mp:22.0,pts:8.0,ast:2.0,trb:3.0,stl:0.6,blk:0.3,tov:1.0,pf:1.5,fg_pct:1.0,fg3_pct:2.5,ft_pct:0.760,orb:0.6,drb:2.4,fg:7.0,fga:0.440,fg3:3.0,fg3a:0.340,ft:1.5,fta:2.0} },
      { id:'chi-chi-carterjev-60', name:'杰文-卡特', salary:6809524, per:9.0, yearsRemaining:2, pos:'G', ht:77, wt:200, exp:'2', stats:{g:40,gs:10,mp:15.0,pts:5.0,ast:1.5,trb:2.0,stl:0.5,blk:0.2,tov:0.8,pf:1.2,fg_pct:0.8,fg3_pct:1.5,ft_pct:0.740,orb:0.4,drb:1.6,fg:4.5,fga:0.430,fg3:2.0,fg3a:0.330,ft:1.0,fta:1.3} },

// === 达拉斯独行侠 (dal) — 10人 ===

      { id:'dal-dal-middlekhr-71', name:'克里斯-米德尔顿', salary:33296296, per:18.0, yearsRemaining:3, pos:'F', ht:79, wt:215, exp:'8', stats:{g:65,gs:60,mp:32.0,pts:18.0,ast:4.0,trb:6.0,stl:1.0,blk:0.6,tov:2.0,pf:2.0,fg_pct:2.0,fg3_pct:5.0,ft_pct:0.800,orb:1.0,drb:5.0,fg:14.0,fga:0.460,fg3:5.0,fg3a:0.360,ft:3.0,fta:3.5} },
      { id:'dal-dal-iider-72', name:'德雷克-莱夫利', salary:5253360, per:9.0, yearsRemaining:2, pos:'G', ht:77, wt:200, exp:'2', stats:{g:40,gs:10,mp:15.0,pts:5.0,ast:1.5,trb:2.0,stl:0.5,blk:0.2,tov:0.8,pf:1.2,fg_pct:0.8,fg3_pct:1.5,ft_pct:0.740,orb:0.4,drb:1.6,fg:4.5,fga:0.430,fg3:2.0,fg3a:0.330,ft:1.0,fta:1.3} },
      { id:'dal-dal-powelldwi-73', name:'德怀特-鲍威尔', salary:4000000, per:9.0, yearsRemaining:2, pos:'G', ht:77, wt:200, exp:'2', stats:{g:40,gs:10,mp:15.0,pts:5.0,ast:1.5,trb:2.0,stl:0.5,blk:0.2,tov:0.8,pf:1.2,fg_pct:0.8,fg3_pct:1.5,ft_pct:0.740,orb:0.4,drb:1.6,fg:4.5,fga:0.430,fg3:2.0,fg3a:0.330,ft:1.0,fta:1.3} },
      { id:'dal-dal-johnsoaj-74', name:'AJ-约翰逊', salary:3090480, per:9.0, yearsRemaining:2, pos:'G', ht:77, wt:200, exp:'2', stats:{g:40,gs:10,mp:15.0,pts:5.0,ast:1.5,trb:2.0,stl:0.5,blk:0.2,tov:0.8,pf:1.2,fg_pct:0.8,fg3_pct:1.5,ft_pct:0.740,orb:0.4,drb:1.6,fg:4.5,fga:0.430,fg3:2.0,fg3a:0.330,ft:1.0,fta:1.3} },
      { id:'dal-dal-iiimar-75', name:'马文-巴格利', salary:2296274, per:9.0, yearsRemaining:2, pos:'G', ht:77, wt:200, exp:'2', stats:{g:40,gs:10,mp:15.0,pts:5.0,ast:1.5,trb:2.0,stl:0.5,blk:0.2,tov:0.8,pf:1.2,fg_pct:0.8,fg3_pct:1.5,ft_pct:0.740,orb:0.4,drb:1.6,fg:4.5,fga:0.430,fg3:2.0,fg3a:0.330,ft:1.0,fta:1.3} },
      { id:'dal-dal-williabra-76', name:'布兰登-威廉姆斯', salary:2270735, per:9.0, yearsRemaining:2, pos:'G', ht:77, wt:200, exp:'2', stats:{g:40,gs:10,mp:15.0,pts:5.0,ast:1.5,trb:2.0,stl:0.5,blk:0.2,tov:0.8,pf:1.2,fg_pct:0.8,fg3_pct:1.5,ft_pct:0.740,orb:0.4,drb:1.6,fg:4.5,fga:0.430,fg3:2.0,fg3a:0.330,ft:1.0,fta:1.3} },
      { id:'dal-dal-jonestyu-77', name:'泰厄斯-琼斯', salary:7000000, per:9.0, yearsRemaining:2, pos:'G', ht:77, wt:200, exp:'2', stats:{g:40,gs:10,mp:15.0,pts:5.0,ast:1.5,trb:2.0,stl:0.5,blk:0.2,tov:0.8,pf:1.2,fg_pct:0.8,fg3_pct:1.5,ft_pct:0.740,orb:0.4,drb:1.6,fg:4.5,fga:0.430,fg3:2.0,fg3a:0.330,ft:1.0,fta:1.3} },
      { id:'dal-dal-mcgeejav-78', name:'贾维尔-麦基', salary:2208856, per:9.0, yearsRemaining:2, pos:'G', ht:77, wt:200, exp:'2', stats:{g:40,gs:10,mp:15.0,pts:5.0,ast:1.5,trb:2.0,stl:0.5,blk:0.2,tov:0.8,pf:1.2,fg_pct:0.8,fg3_pct:1.5,ft_pct:0.740,orb:0.4,drb:1.6,fg:4.5,fga:0.430,fg3:2.0,fg3a:0.330,ft:1.0,fta:1.3} },
      { id:'dal-dal-prospeoli-79', name:'奥利维耶-普罗斯珀', salary:1002360, per:8.0, yearsRemaining:2, pos:'G', ht:77, wt:200, exp:'2', stats:{g:40,gs:10,mp:15.0,pts:5.0,ast:1.5,trb:2.0,stl:0.5,blk:0.2,tov:0.8,pf:1.2,fg_pct:0.8,fg3_pct:1.5,ft_pct:0.740,orb:0.4,drb:1.6,fg:4.5,fga:0.430,fg3:2.0,fg3a:0.330,ft:1.0,fta:1.3} },
      { id:'dal-dal-robinsjer-80', name:'杰里迈亚-罗宾逊-厄尔', salary:131970, per:8.0, yearsRemaining:2, pos:'G', ht:77, wt:200, exp:'2', stats:{g:40,gs:10,mp:15.0,pts:5.0,ast:1.5,trb:2.0,stl:0.5,blk:0.2,tov:0.8,pf:1.2,fg_pct:0.8,fg3_pct:1.5,ft_pct:0.740,orb:0.4,drb:1.6,fg:4.5,fga:0.430,fg3:2.0,fg3a:0.330,ft:1.0,fta:1.3} },

// === 丹佛掘金 (den) — 8人 ===

      { id:'den-den-murrayjam-81', name:'贾马尔-穆雷', salary:46394100, per:18.0, yearsRemaining:3, pos:'F', ht:79, wt:215, exp:'8', stats:{g:65,gs:60,mp:32.0,pts:18.0,ast:4.0,trb:6.0,stl:1.0,blk:0.6,tov:2.0,pf:2.0,fg_pct:2.0,fg3_pct:5.0,ft_pct:0.800,orb:1.0,drb:5.0,fg:14.0,fga:0.460,fg3:5.0,fg3a:0.360,ft:3.0,fta:3.5} },
      { id:'den-den-braunchr-82', name:'克里斯蒂安-布劳恩', salary:4921797, per:9.0, yearsRemaining:2, pos:'G', ht:77, wt:200, exp:'2', stats:{g:40,gs:10,mp:15.0,pts:5.0,ast:1.5,trb:2.0,stl:0.5,blk:0.2,tov:0.8,pf:1.2,fg_pct:0.8,fg3_pct:1.5,ft_pct:0.740,orb:0.4,drb:1.6,fg:4.5,fga:0.430,fg3:2.0,fg3a:0.330,ft:1.0,fta:1.3} },
      { id:'den-den-watsonpey-83', name:'佩顿-沃森', salary:4356476, per:9.0, yearsRemaining:2, pos:'G', ht:77, wt:200, exp:'2', stats:{g:40,gs:10,mp:15.0,pts:5.0,ast:1.5,trb:2.0,stl:0.5,blk:0.2,tov:0.8,pf:1.2,fg_pct:0.8,fg3_pct:1.5,ft_pct:0.740,orb:0.4,drb:1.6,fg:4.5,fga:0.430,fg3:2.0,fg3a:0.330,ft:1.0,fta:1.3} },
      { id:'den-den-holmesdar-84', name:'达龙-霍姆斯', salary:3218760, per:9.0, yearsRemaining:2, pos:'G', ht:77, wt:200, exp:'2', stats:{g:40,gs:10,mp:15.0,pts:5.0,ast:1.5,trb:2.0,stl:0.5,blk:0.2,tov:0.8,pf:1.2,fg_pct:0.8,fg3_pct:1.5,ft_pct:0.740,orb:0.4,drb:1.6,fg:4.5,fga:0.430,fg3:2.0,fg3a:0.330,ft:1.0,fta:1.3} },
      { id:'den-den-strawtjul-85', name:'朱利安-斯特劳瑟', salary:2674200, per:9.0, yearsRemaining:2, pos:'G', ht:77, wt:200, exp:'2', stats:{g:40,gs:10,mp:15.0,pts:5.0,ast:1.5,trb:2.0,stl:0.5,blk:0.2,tov:0.8,pf:1.2,fg_pct:0.8,fg3_pct:1.5,ft_pct:0.740,orb:0.4,drb:1.6,fg:4.5,fga:0.430,fg3:2.0,fg3a:0.330,ft:1.0,fta:1.3} },
      { id:'den-den-jrtim-86', name:'小蒂姆-哈达威', salary:2296274, per:9.0, yearsRemaining:2, pos:'G', ht:77, wt:200, exp:'2', stats:{g:40,gs:10,mp:15.0,pts:5.0,ast:1.5,trb:2.0,stl:0.5,blk:0.2,tov:0.8,pf:1.2,fg_pct:0.8,fg3_pct:1.5,ft_pct:0.740,orb:0.4,drb:1.6,fg:4.5,fga:0.430,fg3:2.0,fg3a:0.330,ft:1.0,fta:1.3} },
      { id:'den-den-brownbru-87', name:'布鲁斯-布朗', salary:2296274, per:9.0, yearsRemaining:2, pos:'G', ht:77, wt:200, exp:'2', stats:{g:40,gs:10,mp:15.0,pts:5.0,ast:1.5,trb:2.0,stl:0.5,blk:0.2,tov:0.8,pf:1.2,fg_pct:0.8,fg3_pct:1.5,ft_pct:0.740,orb:0.4,drb:1.6,fg:4.5,fga:0.430,fg3:2.0,fg3a:0.330,ft:1.0,fta:1.3} },
      { id:'den-den-jonesspe-88', name:'斯潘塞-琼斯', salary:623967, per:8.0, yearsRemaining:2, pos:'G', ht:77, wt:200, exp:'2', stats:{g:40,gs:10,mp:15.0,pts:5.0,ast:1.5,trb:2.0,stl:0.5,blk:0.2,tov:0.8,pf:1.2,fg_pct:0.8,fg3_pct:1.5,ft_pct:0.740,orb:0.4,drb:1.6,fg:4.5,fga:0.430,fg3:2.0,fg3a:0.330,ft:1.0,fta:1.3} },

// === 金州勇士 (gsw) — 8人 ===

      { id:'gsw-gsw-porziakri-100', name:'克里斯塔普斯-波尔津吉斯', salary:30731707, per:18.0, yearsRemaining:3, pos:'F', ht:79, wt:215, exp:'8', stats:{g:65,gs:60,mp:32.0,pts:18.0,ast:4.0,trb:6.0,stl:1.0,blk:0.6,tov:2.0,pf:2.0,fg_pct:2.0,fg3_pct:5.0,ft_pct:0.800,orb:1.0,drb:5.0,fg:14.0,fga:0.460,fg3:5.0,fg3a:0.360,ft:3.0,fta:3.5} },
      { id:'gsw-gsw-podziebra-101', name:'布兰丁-波杰姆斯基', salary:3687960, per:9.0, yearsRemaining:2, pos:'G', ht:77, wt:200, exp:'2', stats:{g:40,gs:10,mp:15.0,pts:5.0,ast:1.5,trb:2.0,stl:0.5,blk:0.2,tov:0.8,pf:1.2,fg_pct:0.8,fg3_pct:1.5,ft_pct:0.740,orb:0.4,drb:1.6,fg:4.5,fga:0.430,fg3:2.0,fg3a:0.330,ft:1.0,fta:1.3} },
      { id:'gsw-gsw-meltondea-102', name:'德安东尼-梅尔顿', salary:3080921, per:9.0, yearsRemaining:2, pos:'G', ht:77, wt:200, exp:'2', stats:{g:40,gs:10,mp:15.0,pts:5.0,ast:1.5,trb:2.0,stl:0.5,blk:0.2,tov:0.8,pf:1.2,fg_pct:0.8,fg3_pct:1.5,ft_pct:0.740,orb:0.4,drb:1.6,fg:4.5,fga:0.430,fg3:2.0,fg3a:0.330,ft:1.0,fta:1.3} },
      { id:'gsw-gsw-iigar-103', name:'加里-佩顿二世', salary:2296274, per:9.0, yearsRemaining:2, pos:'G', ht:77, wt:200, exp:'2', stats:{g:40,gs:10,mp:15.0,pts:5.0,ast:1.5,trb:2.0,stl:0.5,blk:0.2,tov:0.8,pf:1.2,fg_pct:0.8,fg3_pct:1.5,ft_pct:0.740,orb:0.4,drb:1.6,fg:4.5,fga:0.430,fg3:2.0,fg3a:0.330,ft:1.0,fta:1.3} },
      { id:'gsw-gsw-santosgui-104', name:'古伊-桑托斯', salary:2221677, per:9.0, yearsRemaining:2, pos:'G', ht:77, wt:200, exp:'2', stats:{g:40,gs:10,mp:15.0,pts:5.0,ast:1.5,trb:2.0,stl:0.5,blk:0.2,tov:0.8,pf:1.2,fg_pct:0.8,fg3_pct:1.5,ft_pct:0.740,orb:0.4,drb:1.6,fg:4.5,fga:0.430,fg3:2.0,fg3a:0.330,ft:1.0,fta:1.3} },
      { id:'gsw-gsw-postqui-105', name:'昆滕-波斯特', salary:1955377, per:8.0, yearsRemaining:2, pos:'G', ht:77, wt:200, exp:'2', stats:{g:40,gs:10,mp:15.0,pts:5.0,ast:1.5,trb:2.0,stl:0.5,blk:0.2,tov:0.8,pf:1.2,fg_pct:0.8,fg3_pct:1.5,ft_pct:0.740,orb:0.4,drb:1.6,fg:4.5,fga:0.430,fg3:2.0,fg3a:0.330,ft:1.0,fta:1.3} },
      { id:'gsw-gsw-curryset-106', name:'塞斯-库里', salary:1755198, per:8.0, yearsRemaining:2, pos:'G', ht:77, wt:200, exp:'2', stats:{g:40,gs:10,mp:15.0,pts:5.0,ast:1.5,trb:2.0,stl:0.5,blk:0.2,tov:0.8,pf:1.2,fg_pct:0.8,fg3_pct:1.5,ft_pct:0.740,orb:0.4,drb:1.6,fg:4.5,fga:0.430,fg3:2.0,fg3a:0.330,ft:1.0,fta:1.3} },
      { id:'gsw-gsw-spencepat-107', name:'帕特-斯潘塞', salary:857804, per:8.0, yearsRemaining:2, pos:'G', ht:77, wt:200, exp:'2', stats:{g:40,gs:10,mp:15.0,pts:5.0,ast:1.5,trb:2.0,stl:0.5,blk:0.2,tov:0.8,pf:1.2,fg_pct:0.8,fg3_pct:1.5,ft_pct:0.740,orb:0.4,drb:1.6,fg:4.5,fga:0.430,fg3:2.0,fg3a:0.330,ft:1.0,fta:1.3} },

// === 休斯顿火箭 (hou) — 7人 ===

      { id:'hou-hou-shepparee-110', name:'里德-谢泼德', salary:10603560, per:11.0, yearsRemaining:2, pos:'F', ht:78, wt:205, exp:'4', stats:{g:55,gs:30,mp:22.0,pts:8.0,ast:2.0,trb:3.0,stl:0.6,blk:0.3,tov:1.0,pf:1.5,fg_pct:1.0,fg3_pct:2.5,ft_pct:0.760,orb:0.6,drb:2.4,fg:7.0,fga:0.440,fg3:3.0,fg3a:0.340,ft:1.5,fta:2.0} },
      { id:'hou-hou-thompsame-111', name:'阿门-汤普森', salary:9690600, per:11.0, yearsRemaining:2, pos:'F', ht:78, wt:205, exp:'4', stats:{g:55,gs:30,mp:22.0,pts:8.0,ast:2.0,trb:3.0,stl:0.6,blk:0.3,tov:1.0,pf:1.5,fg_pct:1.0,fg3_pct:2.5,ft_pct:0.760,orb:0.6,drb:2.4,fg:7.0,fga:0.440,fg3:3.0,fg3a:0.340,ft:1.5,fta:2.0} },
      { id:'hou-hou-easontar-112', name:'塔里-伊森', salary:5675766, per:9.0, yearsRemaining:2, pos:'G', ht:77, wt:200, exp:'2', stats:{g:40,gs:10,mp:15.0,pts:5.0,ast:1.5,trb:2.0,stl:0.5,blk:0.2,tov:0.8,pf:1.2,fg_pct:0.8,fg3_pct:1.5,ft_pct:0.740,orb:0.4,drb:1.6,fg:4.5,fga:0.430,fg3:2.0,fg3a:0.330,ft:1.0,fta:1.3} },
      { id:'hou-hou-holidaaar-113', name:'阿龙-霍勒迪', salary:2296274, per:9.0, yearsRemaining:2, pos:'G', ht:77, wt:200, exp:'2', stats:{g:40,gs:10,mp:15.0,pts:5.0,ast:1.5,trb:2.0,stl:0.5,blk:0.2,tov:0.8,pf:1.2,fg_pct:0.8,fg3_pct:1.5,ft_pct:0.740,orb:0.4,drb:1.6,fg:4.5,fga:0.430,fg3:2.0,fg3a:0.330,ft:1.0,fta:1.3} },
      { id:'hou-hou-okogiejos-114', name:'约什-奥科吉', salary:2296274, per:9.0, yearsRemaining:2, pos:'G', ht:77, wt:200, exp:'2', stats:{g:40,gs:10,mp:15.0,pts:5.0,ast:1.5,trb:2.0,stl:0.5,blk:0.2,tov:0.8,pf:1.2,fg_pct:0.8,fg3_pct:1.5,ft_pct:0.740,orb:0.4,drb:1.6,fg:4.5,fga:0.430,fg3:2.0,fg3a:0.330,ft:1.0,fta:1.3} },
      { id:'hou-hou-greenjef-115', name:'杰夫-格林', salary:2296274, per:9.0, yearsRemaining:2, pos:'G', ht:77, wt:200, exp:'2', stats:{g:40,gs:10,mp:15.0,pts:5.0,ast:1.5,trb:2.0,stl:0.5,blk:0.2,tov:0.8,pf:1.2,fg_pct:0.8,fg3_pct:1.5,ft_pct:0.740,orb:0.4,drb:1.6,fg:4.5,fga:0.430,fg3:2.0,fg3a:0.330,ft:1.0,fta:1.3} },
      { id:'hou-hou-tatejae-116', name:'杰肖恩-泰特', salary:2296274, per:9.0, yearsRemaining:2, pos:'G', ht:77, wt:200, exp:'2', stats:{g:40,gs:10,mp:15.0,pts:5.0,ast:1.5,trb:2.0,stl:0.5,blk:0.2,tov:0.8,pf:1.2,fg_pct:0.8,fg3_pct:1.5,ft_pct:0.740,orb:0.4,drb:1.6,fg:4.5,fga:0.430,fg3:2.0,fg3a:0.330,ft:1.0,fta:1.3} },

// === 洛杉矶快船 (lac) — 7人 ===

