201582,Alexis Ajinca,Charlotte Hornets|Dallas Mavericks|Toronto Raptors|New Orleans Pelicans,CHA|DAL|TOR|NOP,阿尔埃克斯伊斯-阿金萨
76018,Henry Akin,New York Knicks|Oklahoma City Thunder,NYK|OKC,亨利-阿基恩
202374,Solomon Alabi,Toronto Raptors,TOR,斯奥尔奥蒙-阿拉比
76019,Mark Alarie,Denver Nuggets|Washington Wizards,DEN|WAS,马克-阿拉里
76020,Gary Alcorn,Detroit Pistons|Los Angeles Lakers,DET|LAL,加里-阿尔科尔恩
1630583,Santi Aldama,Memphis Grizzlies,MEM,萨恩蒂-阿尔达马
202332,Cole Aldrich,Oklahoma City Thunder|Houston Rockets|Sacramento Kings|New York Knicks|LA Clippers|Minnesota Timberwolves,OKC|HOU|SAC|NYK|LAC|MIN,科尔-阿尔德里奇
200746,LaMarcus Aldridge,Portland Trail Blazers|San Antonio Spurs|Brooklyn Nets,POR|SAS|BKN,拉马尔库斯-阿尔德里德格
724,Cory Alexander,San Antonio Spurs|Denver Nuggets|Orlando Magic|Charlotte Hornets,SAS|DEN|ORL|CHA,科里-亚历山大
2042,Courtney Alexander,Dallas Mavericks|Washington Wizards|New Orleans Pelicans,DAL|WAS|NOP,考特尼-亚历山大
76022,Gary Alexander,Miami Heat|Cleveland Cavaliers,MIA|CLE,加里-亚历山大
201570,Joe Alexander,Milwaukee Bucks|Chicago Bulls,MIL|CHI,乔-亚历山大
1641725,Trey Alexander,Denver Nuggets|New Orleans Pelicans,DEN|NOP,特雷-亚历山大
2349,Victor Alexander,Golden State Warriors|Detroit Pistons,GSW|DET,维克托-亚历山大
1629638,Nickeil Alexander-Walker,New Orleans Pelicans|Utah Jazz|Minnesota Timberwolves|Atlanta Hawks,NOP|UTA|MIN|ATL,尼克艾尔-亚历山大-沃克
76024,Steve Alford,Dallas Mavericks|Golden State Warriors,DAL|GSW,史蒂夫-阿尔福德
1628960,Grayson Allen,Utah Jazz|Memphis Grizzlies|Milwaukee Bucks|Phoenix Suns,UTA|MEM|MIL|PHX,格雷森-阿伦
1628386,Jarrett Allen,Brooklyn Nets|Cleveland Cavaliers,BKN|CLE,贾勒特-阿伦
706,Jerome Allen,Minnesota Timberwolves|Indiana Pacers|Denver Nuggets,MIN|IND|DEN,杰罗姆-阿伦
1628443,Kadeem Allen,Boston Celtics|New York Knicks,BOS|NYK,卡迪姆-艾伦
202730,Lavoy Allen,Philadelphia 76ers|Indiana Pacers,PHI|IND,拉沃伊-阿伦
76027,Lucius Allen,Oklahoma City Thunder|Milwaukee Bucks|Los Angeles Lakers|Sacramento Kings,OKC|MIL|LAL|SAC,卢西乌斯-阿伦
2124,Malik Allen,Miami Heat|Charlotte Hornets|Chicago Bulls|Brooklyn Nets|Dallas Mavericks|Milwaukee Bucks|Denver Nuggets|Orlando Magic,MIA|CHA|CHI|BKN|DAL|MIL|DEN|ORL,马利克-阿伦
76025,Randy Allen,Sacramento Kings,SAC,兰迪-阿伦
951,Ray Allen,Milwaukee Bucks|Oklahoma City Thunder|Boston Celtics|Miami Heat,MIL|OKC|BOS|MIA,雷-阿伦
2754,Tony Allen,Boston Celtics|Memphis Grizzlies|New Orleans Pelicans,BOS|MEM|NOP,托尼-阿伦
201165,Morris Almond,Utah Jazz|Washington Wizards,UTA|WAS,莫里斯-阿尔莫恩德
308,Derrick Alston,Philadelphia 76ers|Atlanta Hawks,PHI|ATL,德里克-阿尔斯顿
1747,Rafer Alston,Milwaukee Bucks|Toronto Raptors|Miami Heat|Houston Rockets|Orlando Magic|Brooklyn Nets,MIL|TOR|MIA|HOU|ORL|BKN,拉费尔-阿尔斯顿
1630631,Jose Alvarado,New Orleans Pelicans|New York Knicks,NOP|NYK,何塞-阿尔瓦拉多
680,John Amaechi,Cleveland Cavaliers|Orlando Magic|Utah Jazz,CLE|ORL|UTA,约翰-姆阿伊奇伊
732,Ashraf Amaya,Memphis Grizzlies|Washington Wizards,MEM|WAS,阿斯赫拉夫-阿马亚
202329,Al-Farouq Aminu,LA Clippers|New Orleans Pelicans|Dallas Mavericks|Portland Trail Blazers|Orlando Magic|Chicago Bulls,LAC|NOP|DAL|POR|ORL|CHI,艾尔-法鲁克-阿米奴
200811,Lou Amundson,Utah Jazz|Philadelphia 76ers|Phoenix Suns|Golden State Warriors|Indiana Pacers|Minnesota Timberwolves|Chicago Bulls|New Orleans Pelicans|Cleveland Cavaliers|New York Knicks,UTA|PHI|PHX|GSW|IND|MIN|CHI|NOP|CLE|NYK,卢-姆乌恩德森
2365,Chris Andersen,Denver Nuggets|New Orleans Pelicans|Miami Heat|Memphis Grizzlies|Cleveland Cavaliers,DEN|NOP|MIA|MEM|CLE,克里斯-安德尔森
2431,David Andersen,Houston Rockets|Toronto Raptors|New Orleans Pelicans,HOU|TOR|NOP,大卫-安德尔森
101187,Alan Anderson,Charlotte Hornets|Toronto Raptors|Brooklyn Nets|Washington Wizards|LA Clippers,CHA|TOR|BKN|WAS|LAC,阿兰-安德森
76035,Cliff Anderson,Los Angeles Lakers|Cleveland Cavaliers|Philadelphia 76ers,LAL|CLE|PHI,克利夫-安德森
76036,Daniel Anderson,Portland Trail Blazers,POR,丹尼尔-安德森
1507,Derek Anderson,Cleveland Cavaliers|LA Clippers|San Antonio Spurs|Portland Trail Blazers|Houston Rockets|Miami Heat|Charlotte Hornets,CLE|LAC|SAS|POR|HOU|MIA|CHA,德里克-安德森
944,Eric Anderson,New York Knicks,NYK,埃里克-安德森
246,Greg Anderson,San Antonio Spurs|Milwaukee Bucks|Brooklyn Nets|Denver Nuggets|Detroit Pistons|Atlanta Hawks,SAS|MIL|BKN|DEN|DET|ATL,格雷格-安德森
202341,James Anderson,San Antonio Spurs|Houston Rockets|Philadelphia 76ers|Sacramento Kings,SAS|HOU|PHI|SAC,詹姆斯-安德森
76040,Jerome Anderson,Boston Celtics|Indiana Pacers,BOS|IND,杰罗姆-安德森
1626147,Justin Anderson,Dallas Mavericks|Philadelphia 76ers|Atlanta Hawks|Brooklyn Nets|Cleveland Cavaliers|Indiana Pacers,DAL|PHI|ATL|BKN|CLE|IND,贾斯汀-安德森
72,Kenny Anderson,Brooklyn Nets|Charlotte Hornets|Portland Trail Blazers|Boston Celtics|Oklahoma City Thunder|New Orleans Pelicans|Indiana Pacers|Atlanta Hawks|LA Clippers,BKN|CHA|POR|BOS|OKC|NOP|IND|ATL|LAC,肯尼-安德森
203937,Kyle Anderson,San Antonio Spurs|Memphis Grizzlies|Minnesota Timberwolves|Golden State Warriors|Miami Heat|Utah Jazz,SAS|MEM|MIN|GSW|MIA|UTA,凯尔-安德森
76043,Mitchell Anderson,Philadelphia 76ers|Utah Jazz,PHI|UTA,米切尔-安德森
98,Nick Anderson,Orlando Magic|Sacramento Kings|Memphis Grizzlies,ORL|SAC|MEM,尼克-安德森
76045,Richard Anderson,LA Clippers|Denver Nuggets|Houston Rockets|Portland Trail Blazers|Charlotte Hornets,LAC|DEN|HOU|POR|CHA,理查德-安德森
76046,Ron Anderson,Cleveland Cavaliers|Indiana Pacers|Philadelphia 76ers|Brooklyn Nets|Washington Wizards,CLE|IND|PHI|BKN|WAS,罗恩-安德森
201583,Ryan Anderson,Brooklyn Nets|Orlando Magic|New Orleans Pelicans|Houston Rockets|Phoenix Suns|Miami Heat,BKN|ORL|NOP|HOU|PHX|MIA,莱恩-安德森
1000,Shandon Anderson,Utah Jazz|Houston Rockets|New York Knicks|Miami Heat,UTA|HOU|NYK|MIA,什安登-安德森
335,Willie Anderson,San Antonio Spurs|Toronto Raptors|New York Knicks|Miami Heat,SAS|TOR|NYK|MIA,威利-安德森
1628387,Ike Anigbogu,Indiana Pacers,IND,伊凯-阿尼格博古
76050,Michael Ansley,Orlando Magic|Philadelphia 76ers|Charlotte Hornets,ORL|PHI|CHA,迈克尔-安斯利
1512,Chris Anstey,Dallas Mavericks|Chicago Bulls,DAL|CHI,克里斯-安斯特伊
203507,Giannis Antetokounmpo,Milwaukee Bucks,MIL,扬尼斯-阿德托昆博
1628961,Kostas Antetokounmpo,Dallas Mavericks|Los Angeles Lakers,DAL|LAL,科斯塔斯-阿德托昆博
203648,Thanasis Antetokounmpo,New York Knicks|Milwaukee Bucks,NYK|MIL,斯安阿斯伊斯-阿德托昆博
2546,Carmelo Anthony,Denver Nuggets|New York Knicks|Oklahoma City Thunder|Houston Rockets|Portland Trail Blazers|Los Angeles Lakers,DEN|NYK|OKC|HOU|POR|LAL,卡梅隆-安东尼
1630175,Cole Anthony,Orlando Magic|Milwaukee Bucks,ORL|MIL,科尔-安东尼
21,Greg Anthony,New York Knicks|Memphis Grizzlies|Oklahoma City Thunder|Portland Trail Blazers|Chicago Bulls|Milwaukee Bucks,NYK|MEM|OKC|POR|CHI|MIL,格雷格-安东尼
201202,Joel Anthony,Miami Heat|Boston Celtics|Detroit Pistons|San Antonio Spurs,MIA|BOS|DET|SAS,乔尔-安东尼
203544,Pero Antic,Atlanta Hawks,ATL,佩罗-安蒂奇
1628384,OG Anunoby,Toronto Raptors|New York Knicks,TOR|NYK,OG-阿奴诺比
2737,Rafael Araujo,Toronto Raptors|Utah Jazz,TOR|UTA,拉斐尔-阿劳若
76054,Nate Archibald,Sacramento Kings|Brooklyn Nets|Boston Celtics|Milwaukee Bucks,SAC|BKN|BOS|MIL,内特-阿奇博尔德
2425,Robert Archibald,Memphis Grizzlies|Phoenix Suns|Orlando Magic|Toronto Raptors,MEM|PHX|ORL|TOR,罗伯特-阿尔奇伊布阿尔德
1627853,Ryan Arcidiacono,Chicago Bulls|New York Knicks|Portland Trail Blazers,CHI|NYK|POR,莱恩-阿尔西迪阿科诺
76055,Jim Ard,Boston Celtics|Chicago Bulls,BOS|CHI,吉姆-阿尔德
2240,Gilbert Arenas,Golden State Warriors|Washington Wizards|Orlando Magic|Memphis Grizzlies,GSW|WAS|ORL|MEM,吉尔贝尔特-阿尔伊纳斯
2772,Trevor Ariza,New York Knicks|Orlando Magic|Los Angeles Lakers|Houston Rockets|New Orleans Pelicans|Washington Wizards|Phoenix Suns|Sacramento Kings|Portland Trail Blazers|Miami Heat,NYK|ORL|LAL|HOU|NOP|WAS|PHX|SAC|POR|MIA,特雷沃-阿里扎
76056,Paul Arizin,Golden State Warriors,GSW,保罗-阿里金
769,B.J. Armstrong,Chicago Bulls|Golden State Warriors|Charlotte Hornets|Orlando Magic,CHI|GSW|CHA|ORL,BJ-阿姆斯特朗
2220,Brandon Armstrong,Brooklyn Nets,BKN,布兰登-阿姆斯特朗
353,Darrell Armstrong,Orlando Magic|New Orleans Pelicans|Dallas Mavericks|Indiana Pacers|Brooklyn Nets,ORL|NOP|DAL|IND|BKN,达雷尔-阿姆斯特朗
200756,Hilton Armstrong,New Orleans Pelicans|Sacramento Kings|Houston Rockets|Washington Wizards|Atlanta Hawks|Golden State Warriors,NOP|SAC|HOU|WAS|ATL|GSW,希尔顿-阿姆斯特朗
76060,Paul Armstrong,Detroit Pistons,DET,保罗-阿姆斯特朗
76059,Tate Armstrong,Chicago Bulls,CHI,塔特-阿姆斯特朗
76063,Jay Arnette,Sacramento Kings,SAC,杰伊-阿尔内特特
2306,Carlos Arroyo,Toronto Raptors|Denver Nuggets|Utah Jazz|Detroit Pistons|Orlando Magic|Miami Heat|Boston Celtics,TOR|DEN|UTA|DET|ORL|MIA|BOS,卡洛斯-阿尔罗伊奥
201589,Darrell Arthur,Memphis Grizzlies|Denver Nuggets,MEM|DEN,达雷尔-阿尔斯乌尔
201600,Omer Asik,Chicago Bulls|Houston Rockets|New Orleans Pelicans,CHI|HOU|NOP,奥梅尔-阿西克
355,Vincent Askew,Philadelphia 76ers|Golden State Warriors|Sacramento Kings|Oklahoma City Thunder|Brooklyn Nets|Indiana Pacers|Denver Nuggets|Portland Trail Blazers,PHI|GSW|SAC|OKC|BKN|IND|DEN|POR,文森特-阿斯凯瓦
173,Keith Askins,Miami Heat,MIA,基思-阿斯基恩斯
76069,Richard Atha,New York Knicks|Detroit Pistons,NYK|DET,尔伊奇德-阿思阿
1088,Chucky Atkins,Orlando Magic|Detroit Pistons|Boston Celtics|Los Angeles Lakers|Washington Wizards|Memphis Grizzlies|Denver Nuggets|Oklahoma City Thunder,ORL|DET|BOS|LAL|WAS|MEM|DEN|OKC,查基-特基恩斯
76070,Alvin Attles,Golden State Warriors,GSW,阿尔文-阿特尔斯
278,Stacey Augmon,Atlanta Hawks|Detroit Pistons|Portland Trail Blazers|Charlotte Hornets|New Orleans Pelicans|Orlando Magic,ATL|DET|POR|CHA|NOP|ORL,斯泰西-奥格莫恩
201571,D.J. Augustin,Charlotte Hornets|Indiana Pacers|Toronto Raptors|Chicago Bulls|Detroit Pistons|Oklahoma City Thunder|Denver Nuggets|Orlando Magic|Milwaukee Bucks|Houston Rockets|Los Angeles Lakers,CHA|IND|TOR|CHI|DET|OKC|DEN|ORL|MIL|HOU|LAL,DJ-奥古斯丁
200788,James Augustine,Orlando Magic,ORL,詹姆斯-奥古斯丁
1134,Ike Austin,Utah Jazz|Philadelphia 76ers|Miami Heat|LA Clippers|Orlando Magic|Washington Wizards|Memphis Grizzlies,UTA|PHI|MIA|LAC|ORL|WAS|MEM,伊克埃-奥斯汀
1630166,Deni Avdija,Washington Wizards|Portland Trail Blazers,WAS|POR,德尼-阿夫迪亚
138,Anthony Avent,Milwaukee Bucks|Orlando Magic|Memphis Grizzlies|Utah Jazz|LA Clippers,MIL|ORL|MEM|UTA|LAC,安东尼-艾夫恩特
76076,William Averitt,LA Clippers|Brooklyn Nets,LAC|BKN,威廉-阿夫埃尔伊特特
1895,William Avery,Minnesota Timberwolves,MIN,维尔利姆-埃弗里
76078,Dennis Awtrey,Philadelphia 76ers|Chicago Bulls|Phoenix Suns|Boston Celtics|Oklahoma City Thunder|Portland Trail Blazers,PHI|CHI|PHX|BOS|OKC|POR,丹尼斯-奥特雷伊
202970,Gustavo Ayon,New Orleans Pelicans|Orlando Magic|Milwaukee Bucks|Atlanta Hawks,NOP|ORL|MIL|ATL,古斯塔沃-阿永
201965,Jeff Ayres,Portland Trail Blazers|Indiana Pacers|San Antonio Spurs|LA Clippers,POR|IND|SAS|LAC,杰夫-艾雷斯
1629028,Deandre Ayton,Phoenix Suns|Portland Trail Blazers|Los Angeles Lakers,PHX|POR|LAL,德安德烈-艾顿
101235,Kelenna Azubuike,Golden State Warriors|Dallas Mavericks,GSW|DAL,凯伦纳-阿兹乌布伊克
1628962,Udoka Azubuike,Utah Jazz|Phoenix Suns,UTA|PHX,乌多卡-阿兹乌布伊克
202337,Luke Babbitt,Portland Trail Blazers|New Orleans Pelicans|Miami Heat|Atlanta Hawks,POR|NOP|MIA|ATL,卢克-布阿布比特特
76079,Milos Babic,Cleveland Cavaliers|Miami Heat,CLE|MIA,米洛什-巴比奇
1628407,Dwayne Bacon,Charlotte Hornets|Orlando Magic,CHA|ORL,德瓦伊恩-布阿科恩
76081,Jim Baechtold,New York Knicks,NYK,吉姆-布阿伊奇托尔德
2053,Dalibor Bagaric,Chicago Bulls,CHI,达利博尔-巴加里奇
76082,John Bagley,Cleveland Cavaliers|Brooklyn Nets|Boston Celtics|Atlanta Hawks,CLE|BKN|BOS|ATL,约翰-巴格利
1628963,Marvin Bagley III,Sacramento Kings|Detroit Pistons|Washington Wizards|Memphis Grizzlies|Dallas Mavericks,SAC|DET|WAS|MEM|DAL,马文-巴格利-三世
76083,Gus Bailey,Houston Rockets|Utah Jazz|Washington Wizards,HOU|UTA|WAS,格斯-贝利
76085,James Bailey,Oklahoma City Thunder|Brooklyn Nets|Houston Rockets|New York Knicks|Phoenix Suns,OKC|BKN|HOU|NYK|PHX,詹姆斯-贝利
1847,Thurl Bailey,Utah Jazz|Minnesota Timberwolves,UTA|MIN,斯乌尔-贝利
1753,Toby Bailey,Phoenix Suns,PHX,托比-贝利
203946,Cameron Bairstow,Chicago Bulls,CHI,卡梅伦-布艾尔斯托瓦
2486,Maurice Baker,LA Clippers|Portland Trail Blazers,LAC|POR,莫里斯-贝克
1627758,Ron Baker,New York Knicks|Washington Wizards,NYK|WAS,罗恩-贝克
452,Vin Baker,Milwaukee Bucks|Oklahoma City Thunder|Boston Celtics|New York Knicks|Houston Rockets|LA Clippers,MIL|OKC|BOS|NYK|HOU|LAC,维恩-贝克
1627735,Wade Baldwin IV,Memphis Grizzlies|Portland Trail Blazers,MEM|POR,韦德-布阿尔德沃伊恩
1631116,Patrick Baldwin Jr.,Golden State Warriors|Washington Wizards|LA Clippers|Philadelphia 76ers|Sacramento Kings,GSW|WAS|LAC|PHI|SAC,帕特里克-布阿尔德维恩
200764,Renaldo Balkman,New York Knicks|Denver Nuggets,NYK|DEN,雷纳尔多-布阿尔克曼
1630163,LaMelo Ball,Charlotte Hornets,CHA,拉梅洛-鲍尔
1628366,Lonzo Ball,Los Angeles Lakers|New Orleans Pelicans|Chicago Bulls|Cleveland Cavaliers,LAL|NOP|CHI|CLE,朗佐-鲍尔
76091,Greg Ballard,Washington Wizards|Golden State Warriors|Oklahoma City Thunder,WAS|GSW|OKC,格雷格-布奥尔阿尔德
1628964,Mo Bamba,Orlando Magic|Los Angeles Lakers|Philadelphia 76ers|LA Clippers|New Orleans Pelicans|Toronto Raptors|Utah Jazz,ORL|LAL|PHI|LAC|NOP|TOR|UTA,莫-班巴
1631094,Paolo Banchero,Orlando Magic,ORL,保罗-班凯罗
1630217,Desmond Bane,Memphis Grizzlies|Orlando Magic,MEM|ORL,德斯蒙德-贝恩
76093,Gene Banks,San Antonio Spurs|Chicago Bulls,SAS|CHI,吉恩-班克斯
2556,Marcus Banks,Boston Celtics|Minnesota Timberwolves|Phoenix Suns|Miami Heat|Toronto Raptors,BOS|MIN|PHX|MIA|TOR,马库斯-班克斯
76094,Ken Bannister,New York Knicks|LA Clippers,NYK|LAC,肯-布安尼斯特尔
76095,Mike Bantom,Phoenix Suns|Oklahoma City Thunder|Brooklyn Nets|Indiana Pacers|Philadelphia 76ers,PHX|OKC|BKN|IND|PHI,迈克-布安托姆
1630625,Dalano Banton,Toronto Raptors|Boston Celtics|Portland Trail Blazers|LA Clippers,TOR|BOS|POR|LAC,达拉诺-布安顿
2571,Leandro Barbosa,Phoenix Suns|Toronto Raptors|Indiana Pacers|Boston Celtics|Golden State Warriors,PHX|TOR|IND|BOS|GSW,勒安德罗-布阿尔博萨
76097,Stephen Bardo,San Antonio Spurs|Dallas Mavericks|Detroit Pistons,SAS|DAL|DET,斯蒂芬-布德奥
200826,J.J. Barea,Dallas Mavericks|Minnesota Timberwolves,DAL|MIN,JJ-布阿尔伊
200745,Andrea Bargnani,Toronto Raptors|New York Knicks|Brooklyn Nets,TOR|NYK|BKN,安德烈-巴尼亚尼
76099,Tom Barker,Atlanta Hawks|Houston Rockets|Boston Celtics|New York Knicks,ATL|HOU|BOS|NYK,汤姆-布阿尔凯尔
787,Charles Barkley,Philadelphia 76ers|Phoenix Suns|Houston Rockets,PHI|PHX|HOU,查尔斯-巴克利
2057,Erick Barkley,Portland Trail Blazers,POR,埃尔克-布阿尔克利
76102,Don Barksdale,Boston Celtics,BOS,唐-布阿尔克斯达尔
1631230,Dominick Barlow,San Antonio Spurs|Atlanta Hawks|Philadelphia 76ers,SAS|ATL|PHI,多米尼克-布阿尔洛瓦
203084,Harrison Barnes,Golden State Warriors|Dallas Mavericks|Sacramento Kings|San Antonio Spurs,GSW|DAL|SAC|SAS,哈里森-巴恩斯
76105,Jim Barnes,New York Knicks|Washington Wizards|Los Angeles Lakers|Chicago Bulls|Boston Celtics,NYK|WAS|LAL|CHI|BOS,吉姆-巴恩斯
76104,Marvin Barnes,Detroit Pistons|LA Clippers|Boston Celtics,DET|LAC|BOS,马文-巴恩斯
2440,Matt Barnes,LA Clippers|Sacramento Kings|New York Knicks|Philadelphia 76ers|Golden State Warriors|Phoenix Suns|Orlando Magic|Los Angeles Lakers|Memphis Grizzlies,LAC|SAC|NYK|PHI|GSW|PHX|ORL|LAL|MEM,马特-巴恩斯
1630567,Scottie Barnes,Toronto Raptors,TOR,斯科蒂-巴恩斯
76107,Dick Barnett,Philadelphia 76ers|Los Angeles Lakers|New York Knicks,PHI|LAL|NYK,迪克-巴内特
76106,Jim Barnett,Boston Celtics|Houston Rockets|Portland Trail Blazers|Golden State Warriors|New York Knicks|Utah Jazz|Philadelphia 76ers,BOS|HOU|POR|GSW|NYK|UTA|PHI,吉姆-巴内特
76108,John Barnhill,Atlanta Hawks|Detroit Pistons|Washington Wizards|Houston Rockets,ATL|DET|WAS|HOU,约翰-布阿尔恩希尔
76110,Leo Barnhorst,Detroit Pistons,DET,尔埃奥-布阿尔恩赫奥尔斯特
2857,Andre Barrett,Houston Rockets|Orlando Magic|Phoenix Suns|Toronto Raptors|Chicago Bulls|LA Clippers,HOU|ORL|PHX|TOR|CHI|LAC,安德烈-巴雷特
76114,Ernie Barrett,Boston Celtics,BOS,厄尼-巴雷特
1629628,RJ Barrett,New York Knicks|Toronto Raptors,NYK|TOR,RJ-巴雷特
2853,Earl Barron,Miami Heat|New York Knicks|Phoenix Suns|Milwaukee Bucks|Portland Trail Blazers|Golden State Warriors|Washington Wizards,MIA|NYK|PHX|MIL|POR|GSW|WAS,厄尔-布阿尔罗恩
344,Dana Barros,Oklahoma City Thunder|Philadelphia 76ers|Boston Celtics|Detroit Pistons,OKC|PHI|BOS|DET,达纳-布阿尔罗斯
699,Brent Barry,LA Clippers|Miami Heat|Chicago Bulls|Oklahoma City Thunder|San Antonio Spurs|Houston Rockets,LAC|MIA|CHI|OKC|SAS|HOU,布伦特-巴里
1003,Drew Barry,Atlanta Hawks|Oklahoma City Thunder|Golden State Warriors,ATL|OKC|GSW,德鲁-巴里
468,Jon Barry,Milwaukee Bucks|Golden State Warriors|Atlanta Hawks|Los Angeles Lakers|Sacramento Kings|Detroit Pistons|Denver Nuggets|Houston Rockets,MIL|GSW|ATL|LAL|SAC|DET|DEN|HOU,乔恩-巴里
600013,Rick Barry,Golden State Warriors|Houston Rockets,GSW|HOU,里克-巴里
76117,Ed Bartels,New York Knicks,NYK,埃德-巴特尔斯
203115,Will Barton,Portland Trail Blazers|Denver Nuggets|Washington Wizards|Toronto Raptors,POR|DEN|WAS|TOR,威尔-巴顿
101138,Brandon Bass,New Orleans Pelicans|Dallas Mavericks|Orlando Magic|Boston Celtics|Los Angeles Lakers|LA Clippers,NOP|DAL|ORL|BOS|LAL|LAC,布兰登-巴斯
76120,Tim Bassett,Brooklyn Nets|San Antonio Spurs,BKN|SAS,蒂姆-布阿斯塞特特
1629646,Charles Bassey,Philadelphia 76ers|San Antonio Spurs|Memphis Grizzlies|Boston Celtics|Golden State Warriors,PHI|SAS|MEM|BOS|GSW,查尔斯-布阿斯塞伊
1766,Maceo Baston,Toronto Raptors|Indiana Pacers,TOR|IND,麦克伊奥-布阿斯顿
2370,Mengke Bateer,Denver Nuggets|San Antonio Spurs|Toronto Raptors,DEN|SAS|TOR,梅恩格克-布特伊尔
76121,Billyray Bates,Portland Trail Blazers|Washington Wizards|Los Angeles Lakers,POR|WAS|LAL,布伊尔尔伊尔阿伊-布阿特埃斯
1641734,Emoni Bates,Cleveland Cavaliers,CLE,伊莫尼-贝茨
1628966,Keita Bates-Diop,Minnesota Timberwolves|Denver Nuggets|San Antonio Spurs|Phoenix Suns|Brooklyn Nets,MIN|DEN|SAS|PHX|BKN,凯伊塔-贝茨-迪奥普
101212,Esteban Batista,Atlanta Hawks,ATL,伊斯特布安-布特伊斯塔
