201573,Jerryd Bayless,杰埃尔尔伊德-布阿伊莱斯斯
76127,Elgin Baylor,埃尔格伊恩-贝勒
203382,Aron Baynes,阿尔奥恩-布阿伊恩埃斯
203145,Kent Bazemore,克埃恩特-布阿兹埃姆奥尔埃
1629647,Darius Bazley,达里厄斯-布阿兹利
203078,Bradley Beal,布拉德利-比尔
76130,Butch Beard,布乌特奇-比尔德
1627736,Malik Beasley,马利克-比斯利
201563,Michael Beasley,迈克尔-比斯利
76133,Zelmo Beaty,兹埃尔姆奥-布埃阿特伊
201958,Rodrigue Beaubois,尔奥德尔伊格乌埃-布埃阿乌布奥伊斯
1630699,MarJon Beauchamp,姆阿尔杰奥恩-布埃阿乌奇阿姆普
1133,Corey Beck,克奥尔埃伊-贝克
76136,Ernie Beck,埃尔恩伊埃-贝克
76137,Moe Becker,莫-布埃克埃尔
76138,William Bedford,威廉-布埃德弗奥尔德
1641736,Reece Beekman,尔埃埃克埃-布埃埃克曼
76139,Hank Beenders,汉克-布埃埃恩德斯
76140,Ron Behagen,罗恩-布埃赫阿格埃恩
201158,Marco Belinelli,马尔科-布埃尔伊恩尔伊
2294,Charlie Bell,奇阿尔尔伊埃-贝尔
76142,Dennis Bell,丹尼斯-贝尔
1628395,Jordan Bell,乔丹-贝尔
1952,Raja Bell,尔阿杰阿-贝尔
76143,William Bell,威廉-贝尔
76144,Walt Bellamy,沃尔特-布尔阿姆伊
1627761,DeAndre' Bembry,德安德烈-布埃姆布尔伊
76145,Irv Bemoras,伊尔夫-布埃姆奥尔阿斯
76146,Leon Benbow,利昂-布埃恩布奥沃
1627733,Dragan Bender,德拉甘-布埃恩德
1886,Jonathan Bender,乔纳森-布埃恩德
104,Benoit Benjamin,布埃恩奥伊特-本杰明
1736,Corey Benjamin,克奥尔埃伊-本杰明
203461,Anthony Bennett,安东尼-本内特
1120,Elmer Bennett,埃尔默-本内特
712,Mario Bennett,马里奥-本内特
76151,Mel Bennett,梅尔-本内特
76148,Tony Bennett,托尼-本内特
76152,Winston Bennett,温斯顿-本内特
128,David Benoit,戴维-布埃恩奥伊特
76154,Kent Benson,克埃恩特-本森
76158,Walter Berry,沃阿尔特-布埃尔尔伊
202722,Davis Bertans,戴维斯-布特阿恩斯
76159,Del Beshore,德尔-布埃什奥尔埃
696,Travis Best,特尔阿夫伊斯-布埃斯特
201976,Patrick Beverley,帕特里克-布埃夫埃尔利
1630180,Saddiq Bey,萨迪克-布埃伊
76160,Al Bianchi,阿尔-布伊阿恩奇伊
76162,Henry Bibby,亨利-布伊布布伊
1710,Mike Bibby,迈克-布伊布布伊
2740,Andris Biedrins,德里斯-布伊埃德尔伊恩斯
76165,Bob Bigelow,鲍勃-布伊格埃尔奥沃
1497,Chauncey Billups,昌西-布伊尔尔乌普斯
76166,Dave Bing,戴夫-宾
203920,Khem Birch,克赫埃姆-布伊尔奇
1449,Larry Bird,拉里-伯德
76170,Otis Birdsong,奥特伊斯-布伊尔德森格
1629048,Goga Bitadze,戈加-布伊特阿德兹埃
202687,Bismack Biyombo,布伊斯姆阿克-比永博
202357,Nemanja Bjelica,恩埃曼杰阿-布杰埃尔伊克阿
76172,Uwe Blab,乌沃埃-布尔阿布
1641710,Anthony Black,安东尼-布尔阿克
76173,Charlie Black,奇阿尔尔伊埃-布尔阿克
1641778,Leaky Black,尔埃阿克伊-布尔阿克
204028,Tarik Black,特阿尔伊克-布尔阿克
76175,Tom Black,汤姆-布尔阿克
76176,Rolando Blackman,尔奥尔德奥-布尔阿克曼
1806,James Blackwell,詹姆斯-布尔阿克沃尔
201971,DeJuan Blair,德埃杰乌阿恩-布莱尔
2581,Steve Blake,史蒂夫-布莱克
1628469,Antonio Blakeney,安东尼奥-布尔阿克埃恩埃伊
76183,Lance Blanks,尔阿恩克埃-布尔阿恩克斯
101154,Andray Blatche,德尔阿伊-布尔阿特奇埃
302,Mookie Blaylock,穆基-布莱洛克
202339,Eric Bledsoe,埃里克-布尔埃德斯奥埃
1629833,Keljin Blevins,凯尔金-布尔埃夫伊恩斯
76187,John Block,约翰-布尔奥克
76188,Mike Bloom,迈克-布尔奥奥姆
916,Corie Blount,克奥尔伊埃-布尔奥乌恩特
1548,Mark Blount,马克-布尔奥乌恩特
203505,Vander Blue,夫德埃尔-布尔乌埃
76190,Nelson Bobb,尼尔森-布奥布布
76191,Arlen Bockhorn,阿尔伦-布奥克赫奥尔恩
1631205,Buddy Boeheim,布乌德德伊-布奥埃赫埃伊姆
76192,Tom Boerwinkle,汤姆-布奥埃尔沃伊恩克尔埃
2586,Keith Bogans,基思-布奥格阿恩斯
202711,Bojan Bogdanovic,博扬-博格达诺维奇
203992,Bogdan Bogdanović,博格丹-布奥格德阿恩奥夫伊ć
177,Muggsy Bogues,马格西-博格斯
101106,Andrew Bogut,安德鲁-博古特
1564,Etdrick Bohannon,埃特德尔克-布奥赫阿恩恩奥恩
1629626,Bol Bol,博尔-博尔
76195,Manute Bol,马努特-博尔
1628413,Jonah Bolden,杰奥恩阿赫-布奥尔德埃恩
1629716,Marques Bolden,姆阿尔克乌埃斯-布奥尔德埃恩
1630195,Leandro Bolmaro,莱昂德罗-布奥尔姆阿尔奥
1627762,Joel Bolomboy,乔尔-布奥尔奥姆布奥伊
1641737,Adem Bona,阿德埃姆-布奥恩阿
1603,Walter Bond,沃阿尔特-布奥恩德
1629648,Jordan Bone,乔丹-布奥恩埃
1629067,Isaac Bonga,艾萨克-布奥恩阿
76201,Ron Bonham,罗恩-布奥恩赫阿姆
41,Anthony Bonner,安东尼-邦纳
2588,Matt Bonner,马特-邦纳
1626164,Devin Booker,德文-布奥奥克埃尔
511,Melvin Booker,梅尔文-布奥奥克埃尔
202344,Trevor Booker,特雷弗-布奥奥克埃尔
200767,Josh Boone,约什-布奥奥恩埃
76204,Ron Boone,罗恩-布奥奥恩埃
1916,Calvin Booth,克阿尔夫伊恩-布奥奥思
1522,Keith Booth,基思-布奥奥思
76206,Bob Boozer,鲍勃-布泽尔
2430,Carlos Boozer,卡洛斯-布泽尔
2414,Curtis Borchardt,柯蒂斯-布奥尔奇德特
76207,Jake Bornheimer,杰克-布奥尔恩赫埃伊姆埃尔
76210,Vince Boryla,文斯-布奥尔伊尔阿
2547,Chris Bosh,克里斯-波什
1630527,Brandon Boston,布兰登-布奥斯顿
76213,Tom Boswell,汤姆-布奥斯沃尔
1628449,Chris Boucher,克里斯-布奥乌奇埃尔
1630547,James Bouknight,詹姆斯-布奥乌克恩伊格赫特
2257,Ruben Boumtje-Boumtje,尔乌布埃恩-布奥乌姆特杰埃-布奥乌姆特杰埃
1631123,Jamaree Bouyea,杰阿姆阿尔埃埃-布奥乌伊埃阿
76214,Don Boven,唐-布奥夫埃恩
1898,Cal Bowdler,卡尔-布奥沃德尔埃尔
1477,Bruce Bowen,布鲁斯-布奥沃埃恩
1763,Ryan Bowen,瑞安-布奥沃埃恩
1628968,Brian Bowen II,布赖恩-布奥沃埃恩 伊伊
194,Anthony Bowie,安东尼-鲍伊
76217,Sam Bowie,萨姆-鲍伊
1085,Ira Bowman,伊尔阿-布奥沃曼
76219,Nate Bowman,内特-布奥沃曼
671,Donnie Boyce,德奥恩恩伊埃-布奥伊克埃
76222,Fred Boyd,弗雷德-布奥伊德
1863,Earl Boykins,厄尔-布奥伊克伊恩斯
76224,Harry Boykoff,哈里-布奥伊克奥弗弗
76225,Winford Boynes,沃伊恩弗奥尔德-布奥伊恩埃斯
76226,Steve Bracey,史蒂夫-布尔阿克埃伊
202342,Craig Brackins,克雷格-布尔阿克伊恩斯
76227,Gary Bradds,加里-布尔阿德德斯
76229,Alonzo Bradley,阿尔奥恩兹奥-布拉德利
202340,Avery Bradley,埃弗里-布拉德利
76233,Bill Bradley,比尔-布拉德利
76230,Charles Bradley,查尔斯-布拉德利
76231,Dudley Bradley,德乌德利-布拉德利
2214,Michael Bradley,迈克尔-布拉德利
762,Shawn Bradley,肖恩-布拉德利
1628396,Tony Bradley,托尼-布拉德利
1765,Torraye Braggs,特奥尔尔阿伊埃-布尔阿格格斯
76237,Adrian Branch,阿德里安-布尔阿恩奇
1882,Elton Brand,埃尔顿-布尔德
210,Terrell Brandon,特尔尔-布兰登
1631103,Malaki Branham,姆阿尔阿克伊-布尔阿恩赫阿姆
76238,Bob Brannum,鲍勃-布尔阿恩恩乌姆
76239,Brad Branson,布尔阿德-布尔阿恩森
1629714,Jarrell Brantley,杰阿尔尔尔-布尔阿恩特利
76241,Jim Brasco,吉姆-布尔阿斯克奥
76242,Mike Bratz,迈克-布尔阿特兹
76243,Carl Braun,克阿尔尔-布劳恩
1631128,Christian Braun,克里斯蒂安-布劳恩
1629649,Ignas Brazdeikis,伊格纳斯-布尔阿兹德埃伊克伊斯
160,Tim Breaux,蒂姆-布尔埃阿乌克斯
2452,J.R. Bremer,杰.尔.-布尔埃姆埃尔
76247,Randy Breuer,兰迪-布尔埃乌埃尔
201147,Corey Brewer,克奥尔埃伊-布鲁尔
2249,Jamison Brewer,杰阿姆伊森-布鲁尔
76248,Jim Brewer,吉姆-布鲁尔
76249,Ron Brewer,罗恩-布鲁尔
200758,Ronnie Brewer,罗尼-布鲁尔
2056,Primoz Brezec,普尔伊姆奥兹-布尔埃兹埃克
76250,Frank Brian,弗兰克-布赖恩
783,Frank Brickowski,弗兰克-布里科夫斯基
76252,Junior Bridgeman,杰乌恩伊奥尔-布尔伊德格埃曼
76253,Bill Bridges,比尔-布里奇斯
1628969,Mikal Bridges,米卡尔-布里奇斯
1628970,Miles Bridges,迈尔斯-布里奇斯
76256,John Brisker,约翰-布里斯克
1629052,Oshae Brissett,奥什阿埃-布里斯斯特
76257,Allan Bristow,阿拉恩-布里斯托
76260,Mike Brittain,迈克-布尔伊特特阿伊恩
201972,Jon Brockman,乔恩-布罗克曼
1629151,Ryan Broekhoff,瑞安-布尔奥埃克赫奥弗弗
76262,Jim Brogan,吉姆-布尔奥格阿恩
1627763,Malcolm Brogdon,马尔科姆-布罗格登
76263,Gary Brokaw,加里-布尔奥克阿沃
76264,Price Brookfield,普莱斯-布尔奥奥克弗伊尔德
201166,Aaron Brooks,阿龙-布鲁克斯
1629717,Armoni Brooks,阿尔蒙伊-布鲁克斯
1628415,Dillon Brooks,德伊尔尔奥恩-布鲁克斯
76265,Kevin Brooks,凯文-布鲁克斯
202705,MarShon Brooks,姆阿尔什奥恩-布鲁克斯
76266,Michael Brooks,迈克尔-布鲁克斯
418,Scott Brooks,斯科特-布鲁克斯
2810,Andre Brown,安德烈-布朗
201628,Bobby Brown,博比-布朗
1628971,Bruce Brown,布鲁斯-布朗
359,Chucky Brown,奇乌克伊-布朗
2245,Damone Brown,德阿蒙埃-布朗
244,Dee Brown,迪-布朗
200793,Dee Brown,迪-布朗
201974,Derrick Brown,德里克-布朗
2484,Devin Brown,德文-布朗
76272,Fred Brown,弗雷德-布朗
1627759,Jaylen Brown,杰伦-布朗
76276,John Brown,约翰-布朗
2208,Kedrick Brown,克埃德尔克-布朗
1631112,Kendall Brown,克埃恩德阿尔尔-布朗
1641738,Kobe Brown,科比-布朗
2198,Kwame Brown,克沃阿姆埃-布朗
203485,Lorenzo Brown,尔奥尔埃恩兹奥-布朗
992,Marcus Brown,马库斯-布朗
203900,Markel Brown,姆阿尔克埃尔-布朗
1629650,Moses Brown,摩西-布朗
136,P.J. Brown,普.杰.-布朗
753,Randy Brown,兰迪-布朗
76283,Rickey Brown,尔克埃伊-布朗
76286,Roger Brown,尔奥格埃尔-布朗
200769,Shannon Brown,什阿恩恩奥恩-布朗
76285,Stan Brown,斯坦-布朗
1628425,Sterling Brown,斯特林-布朗
2357,Tierre Brown,特伊埃尔尔埃-布朗
76268,Tony Brown,托尼-布朗
1630535,Greg Brown III,格雷格-布尔奥沃恩 伊伊伊
1629718,Charlie Brown Jr.,奇阿尔尔伊埃-布尔奥沃恩 杰尔.
1630602,Chaundee Brown Jr.,奇阿乌恩德埃埃-布尔奥沃恩 杰尔.
1628972,Troy Brown Jr.,特洛伊-布尔奥沃恩 杰尔.
1628973,Jalen Brunson,杰伦-布尔乌恩森
1594,Rick Brunson,里克-布尔乌恩森
1627852,Nicolas Brussino,尼古拉斯-布鲁斯斯伊恩奥
76289,Emmette Bryant,埃姆姆特埃-布莱恩特
76290,Joe Bryant,乔-布莱恩特
977,Kobe Bryant,科比-布莱恩特
1626148,Anthony Brown,安东尼-布朗
1479,Mike Brown,迈克-布朗
95,Mark Bryant,马克-布莱恩特
1628418,Thomas Bryant,托马斯-布莱恩特
76291,Wallace Bryant,华莱士-布莱恩特
76293,Joe Buckhalter,乔-巴克豪特
76295,Cleveland Buckner,克利夫兰-巴克纳
1761,Greg Buckner,格雷格-巴克纳
76296,Quinn Buckner,奎恩恩-巴克纳
76297,Dave Budd,戴夫-布乌德德
201978,Chase Budinger,蔡斯-布乌德伊恩埃尔
76298,Walter Budko,沃阿尔特-布乌德克奥
146,Jud Buechler,杰乌德-比希勒
1641723,Kobe Bufkin,科比-布乌弗克伊恩
1934,Rodney Buford,罗德尼-布乌弗奥尔德
672,Matt Bullard,马特-布乌拉尔德
203493,Reggie Bullock Jr.,雷吉-布乌尔尔奥克 杰尔.
76303,Luther Burden,尔乌思埃尔-伯登
2469,Pat Burke,帕特-伯克
203504,Trey Burke,特雷-伯克
202692,Alec Burks,亚历克-伯克斯
2766,Antonio Burks,安东尼奥-伯克斯
76305,Tom Burleson,汤姆-布乌尔莱斯奥恩
76307,David Burns,戴维-伯恩斯
197,Scott Burrell,斯科特-布乌尔尔尔
76313,Bob Burrow,鲍勃-布乌尔尔奥沃
1629126,Deonte Burton,德埃奥恩特埃-布乌尔顿
76314,Ed Burton,埃德-布乌尔顿
416,Willie Burton,沃伊尔尔伊埃-布乌尔顿
76316,Steve Burtt,史蒂夫-伯特
76317,Don Buse,唐-布斯
76318,Donnie Butcher,德奥恩恩伊埃-布乌特奇埃尔
76319,Al Butler,阿尔-巴特勒
2406,Caron Butler,克阿尔奥恩-巴特勒
76320,Greg Butler,格雷格-巴特勒
2866,Jackie Butler,杰阿克伊埃-巴特勒
1630215,Jared Butler,贾里德-巴特勒
348,Mitchell Butler,米切尔-巴特勒
2446,Rasual Butler,尔阿斯乌阿尔-巴特勒
202710,Jimmy Butler III,吉米-布乌特尔埃尔 伊伊伊
202779,Dwight Buycks,德怀特-布乌伊克斯
1641824,Matas Buzelis,马塔斯-布乌兹埃尔伊斯
101115,Andrew Bynum,安德鲁-拜纳姆
101198,Will Bynum,威尔-拜纳姆
76321,Marty Byrnes,姆阿尔特伊-伯恩斯
76322,Tommy Byrnes,汤米-伯恩斯
2560,Zarko Cabarkapa,兹阿尔克奥-查巴卡帕
76324,Barney Cable,布阿尔恩埃伊-克阿布尔埃
203998,Bruno Caboclo,布鲁诺-克阿布奥克尔奥
1629719,Devontae Cacok,德埃夫奥恩特阿埃-克阿克奥克
679,Jason Caffey,贾森-卡菲
262,Michael Cage,迈克尔-克阿格埃
1631288,Jamal Cain,贾马尔-克阿伊恩
76326,Gerry Calabrese,格埃尔尔伊-克阿尔阿布尔埃斯埃
201979,Nick Calathes,尼克-克阿尔阿思埃斯
101181,Jose Calderon,何塞-卡尔德隆
154,Adrian Caldwell,阿德里安-考德威尔
76329,Joe Caldwell,乔-考德威尔
203484,Kentavious Caldwell-Pope,克埃恩特阿夫伊奥乌斯-考德威尔-普奥普埃
76331,Bill Calhoun,比尔-卡尔霍恩
76330,Corky Calhoun,克奥尔克伊-卡尔霍恩
76336,Mack Calvin,姆阿克-克阿尔夫伊恩
1641739,Toumani Camara,特奥乌曼伊-克阿姆阿尔阿
948,Marcus Camby,马库斯-坎比
1630267,Facundo Campazzo,法昆多-克阿姆普阿兹兹奥
922,Elden Campbell,埃尔德埃恩-坎贝尔
76338,Tony Campbell,托尼-坎贝尔
203477,Isaiah Canaan,以赛亚-卡南
1629962,Devin Cannady,德文-克阿纳德伊
203991,Clint Capela,克林特-克阿普埃尔阿
2073,Brian Cardinal,布赖恩-克德伊恩阿尔
1630176,Vernon Carey Jr.,夫埃尔恩奥恩-克阿尔埃伊 杰尔.
76342,Rick Carlisle,里克-克阿尔尔伊斯尔埃
1642382,Branden Carlson,布尔德埃恩-克阿尔尔森
76344,Don Carlson,唐-克阿尔尔森
200760,Rodney Carney,罗德尼-克阿尔恩埃伊
76346,Bob Carpenter,鲍勃-克阿尔普埃恩特
156,Antoine Carr,安托万-卡尔
76348,Austin Carr,奥斯汀-卡尔
713,Chris Carr,克里斯-卡尔
76350,Kenny Carr,肯尼-卡尔
76351,M.L. Carr,姆.尔.-卡尔
76352,Bob Carrington,鲍勃-卡林顿
1642267,Bub Carrington,布乌布-卡林顿
201960,DeMarre Carroll,德埃姆阿尔尔埃-卡罗尔
